PlayerID,TotalBet,TotalWin
84363,2,0.6
84363,2,0.8
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0.2
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0.4
84363,2,0
84363,2,2
84363,2,0
84363,2,0
84363,2,16.4
84363,2,0
84363,2,0
84363,2,0.8
84363,2,0
84363,2,0
84363,2,13.2
84363,2,0
84363,2,0.4
84363,2,3.8
84363,2,0
84363,2,20
84363,2,0
84363,2,1
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0
84363,2,0.2
84363,2,0
84363,2,0.8
84363,2,0
84363,2,0
84363,2,0.6
84363,2,0
84363,2,0
84363,2,0.8
84363,3,0
84363,3,0
84363,3,0.75
84363,3,0
84363,3,5.7
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,2,0
84363,81,17.8
84363,81,39
84363,121.5,21
84363,81,71.2
84363,81,70
84363,2,0
84363,81,42.4
84363,2,0
84363,2,0.2
84363,3,30
